,State,year,quarter,Starting colonies,Maximum colonies,Lost colonies,Percent lost,Added colonies,Varroa mites,Other pests,Diseases,Pesticides,Other,Unknown
71,Indiana,2020,Q4,10000,11000,930,8,240,26.3,4.1,(Z),1.9,2.4,5.7
72,Indiana,2021,Q1,10000,11000,2700,25,3500,34.4,5.4,-,0.7,4.8,4.5
73,Indiana,2021,Q2,12000,12500,560,4,4000,22.8,7.3,0.6,7.0,7.5,1.6
74,Iowa,2020,Q1,9000,17000,1600,9,6000,22.3,1.9,-,(Z),5.7,5.5
75,Iowa,2020,Q2,21000,29000,3600,12,17000,30.6,24.7,16.6,0.8,3.5,0.5
76,Iowa,2020,Q3,34000,38000,1800,5,1100,49.1,29.4,3.9,6.3,4.5,(Z)
77,Iowa,2020,Q4,38000,38000,4800,13,700,39.8,0.9,2.6,(Z),1.8,1.4
78,Iowa,2021,Q1,15000,25000,2100,8,3100,18.9,0.7,(Z),3.7,7.8,3.8
79,Iowa,2021,Q2,26000,27000,2200,8,10500,7.1,1.3,0.6,(Z),1.3,8.2
80,Kansas,2020,Q1,4500,6500,760,12,2000,13.3,8.1,7.8,7.8,3.1,11.3
81,Kansas,2020,Q2,7500,8000,680,9,1900,68.4,34.1,24.0,32.8,28.9,14.3
82,Kansas,2020,Q3,7000,7000,910,13,600,93.8,24.8,15.6,34.1,2.1,(Z)
83,Kansas,2020,Q4,6000,7000,2400,34,460,37.7,30.3,1.2,33.3,26.4,25.9
84,Kansas,2021,Q1,5000,6500,1400,22,2300,25.7,2.8,-,-,19.1,2.2
85,Kansas,2021,Q2,7500,8000,870,11,4900,45.7,21.2,7.2,8.5,1.5,6.5
86,Kentucky,2020,Q1,7000,11000,1200,11,1400,17.4,2.6,2.0,(Z),7.6,6.5
87,Kentucky,2020,Q2,11000,11000,1200,11,4200,18.3,10.9,(Z),1.2,2.9,3.2
88,Kentucky,2020,Q3,11500,12000,1400,12,800,23.3,4.0,1.4,1.6,2.4,5.1
89,Kentucky,2020,Q4,11500,11500,1100,10,380,23.8,8.8,-,-,8.2,9.0
90,Kentucky,2021,Q1,9500,9500,2100,22,2500,27.5,16.9,(Z),-,5.1,9.3
91,Kentucky,2021,Q2,10000,11500,270,2,2100,21.5,4.0,1.0,2.2,4.2,2.6
92,Louisiana,2020,Q1,44000,48000,4800,10,9000,26.5,7.0,0.7,1.2,1.4,0.6
93,Louisiana,2020,Q2,53000,53000,1800,3,2300,23.7,4.7,0.5,(Z),3.5,1.3
94,Louisiana,2020,Q3,48000,48000,2600,5,1200,27.2,14.4,4.7,0.8,3.6,3.4
95,Louisiana,2020,Q4,46000,52000,1700,3,30,22.2,2.9,-,(Z),2.9,(Z)
96,Louisiana,2021,Q1,51000,53000,7500,14,1100,61.4,8.5,-,1.6,8.2,0.9
97,Louisiana,2021,Q2,29000,30000,2300,8,8000,30.6,3.6,(Z),(Z),20.3,0.9
98,Maine,2020,Q1,1300,1300,160,12,460,19.6,1.2,0.7,-,2.2,3.0
99,Maine,2020,Q2,1600,22000,700,3,520,47.1,(Z),26.8,-,0.5,-
100,Maine,2020,Q3,9500,10000,1500,15,700,65.2,2.5,0.7,-,4.6,6.2
101,Maine,2020,Q4,9000,9000,100,1,180,30.8,(Z),0.5,-,1.2,0.6
102,Maine,2021,Q1,2900,2900,300,10,60,7.2,2.6,(Z),-,2.2,2.1
103,Maine,2021,Q2,2000,18000,1100,6,430,14.1,-,(Z),-,1.5,-
104,Maryland,2020,Q1,7000,7000,1900,27,1900,19.9,1.5,(Z),-,8.5,2.4
105,Maryland,2020,Q2,7000,8000,670,8,4400,14.3,1.1,0.1,1.1,3.2,0.5
106,Maryland,2020,Q3,7500,7500,690,9,1200,17.6,4.8,(Z),(Z),0.6,2.9
107,Maryland,2020,Q4,6000,8000,980,12,60,27.5,1.8,1.5,0.7,6.2,2.1
108,Maryland,2021,Q1,7000,7000,1200,17,590,34.6,1.1,-,(Z),19.7,2.7
109,Maryland,2021,Q2,6500,7500,320,4,2600,17.4,9.0,(Z),0.7,2.0,1.4
110,Massachusetts,2020,Q1,3800,3800,470,12,1100,13.9,0.5,1.8,(Z),4.5,2.2
111,Massachusetts,2020,Q2,4400,13500,630,5,870,14.7,2.1,(Z),(Z),1.1,(Z)
112,Massachusetts,2020,Q3,11000,11000,330,3,840,29.7,1.6,1.5,0.8,1.2,0.7
113,Massachusetts,2020,Q4,10000,10000,390,4,270,17.4,1.2,(Z),(Z),(Z),0.9
114,Massachusetts,2021,Q1,5000,5000,1000,20,30,28.9,3.6,1.0,0.5,7.8,4.5
115,Massachusetts,2021,Q2,4000,10000,810,8,1400,45.5,44.3,(Z),44.0,0.5,-
116,Michigan,2020,Q1,60000,60000,7000,12,10000,8.1,0.5,(Z),(Z),(Z),0.7
117,Michigan,2020,Q2,64000,85000,1500,2,11000,38.0,11.5,2.2,6.0,3.2,1.1
118,Michigan,2020,Q3,96000,106000,34000,32,37000,53.1,14.5,3.4,8.9,5.9,1.0
119,Michigan,2020,Q4,97000,101000,10500,10,2400,42.9,5.4,5.3,3.1,3.6,4.3
120,Michigan,2021,Q1,78000,78000,1500,2,320,2.3,(Z),(Z),(Z),0.7,1.6
121,Michigan,2021,Q2,75000,97000,3500,4,10000,45.1,2.7,0.8,3.5,0.9,(Z)
122,Minnesota,2020,Q1,21000,58000,920,2,1300,3.5,-,-,(Z),4.3,(Z)
123,Minnesota,2020,Q2,59000,126000,13000,10,9000,20.6,2.9,0.7,8.8,4.4,(Z)
124,Minnesota,2020,Q3,114000,119000,10500,9,1800,46.3,3.7,(Z),8.2,2.2,1.7
125,Minnesota,2020,Q4,99000,105000,9500,9,1200,17.2,1.6,1.0,19.2,1.8,2.6
126,Minnesota,2021,Q1,41000,68000,3200,5,2900,6.3,0.6,(Z),2.5,2.8,(Z)
127,Minnesota,2021,Q2,69000,98000,5500,6,28000,12.9,(Z),(Z),12.6,1.1,1.0
128,Mississippi,2020,Q1,26000,28000,5000,18,16000,58.6,50.9,(Z),1.8,14.5,3.6
129,Mississippi,2020,Q2,34000,37000,4500,12,1500,93.1,57.8,-,0.9,8.5,(Z)
130,Mississippi,2020,Q3,26000,29000,1600,6,2500,45.7,41.8,(Z),(Z),3.3,6.2
131,Mississippi,2020,Q4,30000,37000,3800,10,300,7.8,1.5,-,0.6,7.8,5.9
132,Mississippi,2021,Q1,33000,36000,5500,15,14500,9.7,3.8,-,1.0,10.6,4.7
133,Mississippi,2021,Q2,34000,35000,4800,14,9000,46.7,11.3,3.2,0.5,3.2,9.9
134,Missouri,2020,Q1,8500,8500,5500,65,3400,8.4,3.4,0.9,1.6,2.1,3.4
135,Missouri,2020,Q2,6500,6500,390,6,2800,17.4,1.5,5.7,3.1,11.2,1.9
136,Missouri,2020,Q3,8000,8000,730,9,290,30.8,8.8,(Z),1.1,2.4,2.4
137,Missouri,2020,Q4,6500,7000,750,11,20,13.1,7.9,(Z),0.5,3.1,0.8
138,Missouri,2021,Q1,5500,5500,1500,27,780,16.6,5.6,(Z),0.8,13.1,10.3
139,Missouri,2021,Q2,4800,4800,670,14,2000,15.4,6.2,1.3,0.6,5.8,4.6
140,Montana,2020,Q1,18000,47000,150,(Z),500,4.0,-,-,-,0.5,(Z)
141,Montana,2020,Q2,48000,120000,2000,2,18000,12.1,5.6,5.9,-,4.6,(Z)
142,Montana,2020,Q3,138000,139000,8500,6,6500,36.6,2.1,0.9,(Z),8.6,1.2
143,Montana,2020,Q4,81000,92000,14000,15,3500,15.1,11.6,11.6,2.6,4.4,6.0
144,Montana,2021,Q1,40000,51000,310,1,-,(Z),-,(Z),-,(Z),(Z)
145,Montana,2021,Q2,38000,116000,3100,3,13500,20.8,-,1.5,13.3,5.2,3.0
146,Nebraska,2020,Q1,9000,17000,670,4,70,2.2,(Z),(Z),-,(Z),0.8
147,Nebraska,2020,Q2,16500,41000,1900,5,7000,17.5,1.1,4.8,12.2,(Z),2.7
148,Nebraska,2020,Q3,47000,48000,4300,9,3000,23.4,0.8,3.3,19.8,21.4,(Z)
149,Nebraska,2020,Q4,43000,43000,7000,16,280,3.6,(Z),0.5,(Z),1.4,6.3
150,Nebraska,2021,Q1,11000,17500,640,4,1300,-,-,-,1.5,1.7,0.7
151,Nebraska,2021,Q2,18500,37000,1800,5,8500,17.4,(Z),(Z),7.4,3.2,1.3
152,New Jersey,2020,Q1,6500,6500,430,7,800,9.4,2.9,0.5,(Z),3.2,2.3
153,New Jersey,2020,Q2,7000,21000,710,3,1500,15.4,0.8,21.5,(Z),21.7,(Z)
154,New Jersey,2020,Q3,17500,18500,2300,12,1500,21.7,5.6,-,16.3,(Z),(Z)
155,New Jersey,2020,Q4,18000,18000,310,2,2000,6.8,2.1,0.5,0.6,0.2,0.7
156,New Jersey,2021,Q1,14000,14000,360,3,610,18.7,1.5,1.0,1.3,1.2,0.8
157,New Jersey,2021,Q2,14500,19500,410,2,1400,11.4,5.3,-,2.6,1.7,1.3
158,New Mexico,2020,Q1,6000,6000,40,1,120,2.1,-,-,-,0.7,(Z)
159,New Mexico,2020,Q2,3100,6000,1000,17,400,3.0,(Z),(Z),(Z),(Z),(Z)
160,New Mexico,2020,Q3,5500,5500,1600,29,3300,33.8,32.9,-,-,0.5,(Z)
161,New Mexico,2020,Q4,2400,3600,190,5,80,15.7,(Z),1.0,-,2.0,0.9
162,New Mexico,2021,Q1,3500,3500,230,7,2200,14.2,0.1,-,-,6.5,1.9
163,New Mexico,2021,Q2,5500,5500,540,10,80,64.6,-,0.1,2.5,-,(Z)
164,New York,2020,Q1,29000,36000,2500,7,230,6.6,2.9,-,-,1.7,7.7
165,New York,2020,Q2,34000,58000,4000,7,6000,20.7,2.5,0.6,(Z),3.5,0.5
166,New York,2020,Q3,61000,61000,3600,6,5500,18.2,7.8,6.3,3.3,2.1,1.1
167,New York,2020,Q4,52000,52000,4100,8,2400,19.2,7.2,(Z),(Z),4.5,4.1
168,New York,2021,Q1,30000,30000,4900,16,3400,15.0,3.9,0.6,0.5,5.7,4.8
169,New York,2021,Q2,29000,50000,3000,6,14500,35.8,3.9,0.5,1.7,2.3,3.5
170,North Carolina,2020,Q1,15000,24000,2500,10,2600,35.7,7.1,4.8,0.6,1.4,5.1
171,North Carolina,2020,Q2,24000,25000,1600,6,6000,23.0,5.5,1.9,-,1.8,1.4
172,North Carolina,2020,Q3,26000,27000,4600,17,950,70.5,17.9,(Z),(Z),(Z),(Z)
173,North Carolina,2020,Q4,16500,22000,2500,11,200,37.7,14.0,(Z),5.1,0.6,1.9
174,North Carolina,2021,Q1,18000,21000,2100,10,2700,23.7,7.3,(Z),(Z),0.6,0.5
175,North Carolina,2021,Q2,22000,23000,1700,7,6000,35.8,3.5,(Z),(Z),(Z),(Z)
176,North Dakota,2020,Q1,53000,82000,7500,9,-,0.6,-,-,-,3.1,-
177,North Dakota,2020,Q2,67000,415000,20000,5,53000,28.8,1.7,2.5,3.1,3.0,1.9
178,North Dakota,2020,Q3,455000,495000,53000,11,57000,61.3,15.9,12.3,4.1,9.3,1.4
179,North Dakota,2020,Q4,445000,445000,45000,10,12500,60.2,0.5,5.1,11.5,1.1,5.5
180,North Dakota,2021,Q1,51000,65000,180,(Z),2700,(Z),(Z),-,-,(Z),(Z)
181,North Dakota,2021,Q2,42000,395000,4400,1,4800,29.9,0.7,(Z),(Z),2.0,(Z)
182,Ohio,2020,Q1,15500,21000,6000,29,840,17.6,3.6,1.1,(Z),3.0,13.4
183,Ohio,2020,Q2,15500,16500,1700,10,9500,23.8,12.0,6.2,5.8,7.3,13.3
184,Ohio,2020,Q3,22000,22000,1900,9,730,28.6,10.4,0.8,3.7,10.8,1.4
185,Ohio,2020,Q4,21000,21000,1600,8,10,42.4,12.4,0.9,6.4,2.5,1.7
186,Ohio,2021,Q1,17500,17500,4000,23,120,26.6,14.4,2.9,2.0,8.2,4.9
187,Ohio,2021,Q2,13000,13500,820,6,6500,68.2,41.4,7.3,3.3,7.7,3.4
188,Oklahoma,2020,Q1,19500,19500,700,4,5000,11.4,0.6,(Z),0.5,(Z),(Z)
189,Oklahoma,2020,Q2,16000,16000,1500,9,6000,16.2,3.9,(Z),0.9,15.1,5.1
190,Oklahoma,2020,Q3,7000,8000,1100,14,150,52.4,8.0,0.9,1.7,2.4,0.8
191,Oklahoma,2020,Q4,7000,28000,300,1,250,2.3,1.1,(Z),(Z),(Z),0.8
192,Oklahoma,2021,Q1,28000,28000,2600,9,4100,7.6,(Z),-,(Z),4.2,2.0
193,Oklahoma,2021,Q2,17000,17000,3600,21,4200,3.1,2.1,(Z),(Z),7.0,1.0
194,Oregon,2020,Q1,97000,108000,4800,4,9000,24.4,10.4,10.8,14.5,1.3,(Z)
195,Oregon,2020,Q2,89000,96000,2500,3,11000,28.0,1.7,7.5,2.2,5.9,0.7
196,Oregon,2020,Q3,102000,124000,12000,10,13000,42.4,2.5,3.8,0.5,7.1,2.4
197,Oregon,2020,Q4,122000,123000,15500,13,7000,28.5,4.6,3.7,1.6,3.8,3.9
198,Oregon,2021,Q1,76000,79000,3100,4,2600,12.9,10.7,1.4,(Z),1.2,0.6
199,Oregon,2021,Q2,80000,84000,3300,4,25000,17.2,8.3,6.2,10.1,6.5,1.8
212,Pennsylvania,2020,Q1,18500,26000,2100,8,370,15.5,3.9,2.8,1.8,2.7,3.2
213,Pennsylvania,2020,Q2,24000,28000,930,3,5500,26.6,2.6,1.4,(Z),3.3,1.3
214,Pennsylvania,2020,Q3,27000,27000,2200,8,2500,32.2,12.3,1.2,1.6,5.5,2.3
215,Pennsylvania,2020,Q4,23000,25000,1900,8,580,28.1,3.9,1.3,1.9,1.8,2.6
216,Pennsylvania,2021,Q1,20000,21000,5500,26,4100,18.1,11.6,(Z),-,6.8,8.2
217,Pennsylvania,2021,Q2,20000,23000,2100,9,7000,21.8,5.1,1.3,2.7,1.2,0.5
218,South Carolina,2020,Q1,13000,17000,1400,8,2700,15.5,11.5,9.6,(Z),6.4,5.4
219,South Carolina,2020,Q2,18500,18500,1700,9,2700,29.1,6.2,0.5,(Z),5.7,0.5
220,South Carolina,2020,Q3,12000,13500,1800,13,1200,27.1,28.9,(Z),6.2,1.5,0.9
221,South Carolina,2020,Q4,11500,18500,2600,14,270,22.9,4.2,-,1.3,2.7,3.8
222,South Carolina,2021,Q1,15500,18500,1200,6,930,48.5,10.1,(Z),3.2,4.1,0.9
223,South Carolina,2021,Q2,18500,19500,1800,9,4100,50.1,43.8,2.3,(Z),9.4,5.1
224,South Dakota,2020,Q1,20000,20000,1200,6,20,14.7,(Z),-,2.1,(Z),(Z)
225,South Dakota,2020,Q2,9500,220000,4600,2,10000,53.3,46.4,4.8,(Z),52.5,5.3
226,South Dakota,2020,Q3,230000,235000,66000,28,30000,87.0,7.0,2.1,64.9,61.4,2.0
227,South Dakota,2020,Q4,197000,197000,16000,8,1000,22.6,1.4,6.5,4.5,(Z),1.8
228,South Dakota,2021,Q1,28000,34000,450,1,-,8.6,(Z),-,(Z),(Z),0.8
229,South Dakota,2021,Q2,16500,198000,6500,3,39000,51.8,12.6,3.7,4.2,49.5,0.8
235,Tennessee,2020,Q1,8000,14000,2700,19,2200,18.9,17.3,1.0,-,4.1,7.8
236,Tennessee,2020,Q2,13500,13500,1200,9,4200,31.2,7.8,(Z),6.8,3.3,3.0
237,Tennessee,2020,Q3,15000,15000,2200,15,460,37.7,15.5,2.3,0.5,2.4,2.2
238,Tennessee,2020,Q4,13500,13500,680,5,20,33.8,25.4,(Z),5.1,2.1,5.2
239,Tennessee,2021,Q1,12000,13000,2200,17,960,34.4,5.2,1.4,0.8,2.6,8.9
240,Tennessee,2021,Q2,12000,12000,720,6,4800,22.4,10.3,(Z),2.4,3.1,(Z)
241,Texas,2020,Q1,235000,340000,35000,10,83000,12.2,6.8,1.3,3.4,5.2,4.6
242,Texas,2020,Q2,360000,385000,35000,9,15000,30.2,7.7,3.3,4.6,5.7,5.8
243,Texas,2020,Q3,167000,173000,9500,5,9000,20.2,13.6,2.0,6.7,1.6,0.6
244,Texas,2020,Q4,144000,255000,43000,17,27000,27.4,6.5,(Z),5.0,5.7,9.6
245,Texas,2021,Q1,240000,345000,23000,7,56000,18.5,13.8,1.6,6.0,7.7,(Z)
246,Texas,2021,Q2,385000,425000,34000,8,65000,38.1,3.4,(Z),11.5,5.7,(Z)
253,Utah,2020,Q1,12000,19000,1100,6,3000,38.9,17.2,17.1,2.3,15.7,22.4
254,Utah,2020,Q2,21000,31000,2800,9,8500,38.4,-,(Z),13.1,(Z),7.7
255,Utah,2020,Q3,24000,30000,2000,7,1500,61.7,(Z),(Z),31.6,3.7,3.9
256,Utah,2020,Q4,29000,29000,3800,13,1800,49.5,(Z),(Z),6.8,0.7,17.6
257,Utah,2021,Q1,17500,18500,2500,14,4000,45.4,0.9,-,2.4,1.0,11.2
258,Utah,2021,Q2,20000,31000,3500,11,8500,40.1,25.8,10.4,18.7,(Z),1.4
259,Vermont,2020,Q1,6500,7000,520,7,500,9.1,0.8,0.6,0.9,2.0,3.1
260,Vermont,2020,Q2,7000,7000,200,3,680,10.7,0.5,0.1,-,1.1,-
261,Vermont,2020,Q3,7500,7500,210,3,700,26.6,0.7,0.9,3.8,0.9,(Z)
262,Vermont,2020,Q4,8000,8000,270,3,30,10.0,(Z),0.5,-,0.6,(Z)
263,Vermont,2021,Q1,7500,7500,1300,17,670,21.1,(Z),3.7,-,10.1,(Z)
264,Vermont,2021,Q2,7000,7000,40,1,770,28.8,(Z),(Z),-,0.5,-
265,Virginia,2020,Q1,6000,7000,1100,16,1600,17.5,10.6,(Z),(Z),3.8,3.5
266,Virginia,2020,Q2,7500,8000,1200,15,4800,33.7,7.9,(Z),(Z),7.9,1.1
267,Virginia,2020,Q3,8500,8500,1200,14,910,27.5,8.3,(Z),(Z),4.1,5.8
268,Virginia,2020,Q4,8000,8500,1000,12,70,30.3,13.6,1.6,2.0,5.4,2.9
269,Virginia,2021,Q1,7000,7000,1400,20,2300,11.9,1.0,-,1.9,3.9,4.9
270,Virginia,2021,Q2,8000,8500,530,6,3100,13.3,6.3,3.6,2.1,2.7,3.7
271,Washington,2020,Q1,49000,74000,1500,2,580,1.7,(Z),(Z),0.5,(Z),(Z)
272,Washington,2020,Q2,50000,114000,3500,3,5000,10.6,(Z),0.7,1.0,1.3,(Z)
273,Washington,2020,Q3,94000,104000,7000,7,5000,19.2,(Z),(Z),10.5,1.3,0.6
274,Washington,2020,Q4,102000,103000,16500,16,6000,25.5,20.2,22.9,2.6,4.7,4.4
275,Washington,2021,Q1,48000,67000,6000,9,5500,15.5,2.4,1.0,(Z),5.3,(Z)
276,Washington,2021,Q2,66000,122000,2900,2,9500,31.7,19.1,18.4,1.2,4.7,(Z)
277,West Virginia,2020,Q1,6000,8000,1100,14,600,17.3,7.0,1.3,0.6,2.6,(Z)
278,West Virginia,2020,Q2,7500,7500,570,8,1600,46.2,1.8,0.7,0.5,2.8,1.9
279,West Virginia,2020,Q3,8000,8000,540,7,210,17.7,10.1,4.7,4.7,1.7,2.6
280,West Virginia,2020,Q4,7500,7500,550,7,120,7.2,4.3,(Z),1.0,4.5,1.1
281,West Virginia,2021,Q1,7000,7500,1200,16,1700,13.7,3.4,0.7,2.6,1.2,3.3
282,West Virginia,2021,Q2,8000,9000,170,2,1900,5.2,3.9,1.1,-,1.0,2.2
283,Wisconsin,2020,Q1,16000,28000,1900,7,700,9.0,1.9,(Z),(Z),2.7,3.1
284,Wisconsin,2020,Q2,27000,55000,1700,3,14000,46.1,27.3,25.0,25.1,25.8,26.1
285,Wisconsin,2020,Q3,68000,68000,8000,12,970,43.1,22.8,12.9,26.1,13.8,20.4
286,Wisconsin,2020,Q4,60000,60000,8000,13,2800,29.3,0.6,(Z),7.4,1.8,1.2
287,Wisconsin,2021,Q1,25000,37000,2500,7,7000,16.1,(Z),(Z),-,3.6,3.2
288,Wisconsin,2021,Q2,42000,57000,2200,4,9000,14.9,17.8,1.1,22.3,1.0,2.0
289,Wyoming,2020,Q1,4000,17000,140,1,450,(Z),(Z),0.1,-,0.8,1.7
290,Wyoming,2020,Q2,17500,30000,2000,7,4400,28.8,(Z),0.1,1.1,3.5,1.2
291,Wyoming,2020,Q3,33000,34000,3600,11,640,13.4,(Z),0.7,5.9,1.8,0.9
292,Wyoming,2020,Q4,23000,25000,1600,6,160,19.2,-,(Z),2.4,2.2,1.4
293,Wyoming,2021,Q1,13000,14500,1700,12,500,(Z),(Z),(Z),-,3.3,7.9
294,Wyoming,2021,Q2,13500,30000,3400,11,7500,8.3,0.9,(Z),6.9,1.5,2.4
